id,person_age,person_income,person_emp_length,loan_amnt,loan_int_rate,loan_percent_income,cb_person_cred_hist_length,loan_status
21051.0,23.0,80796.0,3.0,5000.0,7.29,0.06,4.0,0.0
22824.0,27.0,201000.0,4.0,15000.0,11.36,0.07,8.0,0.0
26581.0,38.0,50000.0,4.0,7000.0,8.59,0.14,13.0,0.0
12657.0,28.0,100000.0,2.0,10000.0,11.89,0.1,7.0,0.0
21442.0,22.0,45000.0,3.0,12000.0,6.91,0.27,2.0,0.0
25679.0,26.0,25000.0,1.0,5000.0,13.11,0.2,3.0,1.0
13855.0,43.0,80000.0,9.0,5500.0,10.99,0.07,17.0,0.0
23158.0,29.0,60000.0,13.0,23000.0,6.17,0.38,8.0,1.0
30557.0,41.0,68000.0,3.0,10200.0,7.29,0.15,11.0,0.0
31611.0,23.0,33600.0,4.0,5000.0,14.26,0.15,3.0,0.0
24525.0,36.0,60000.0,3.0,7000.0,11.49,0.12,14.0,0.0
15807.0,24.0,35000.0,1.0,5600.0,9.99,0.16,2.0,0.0
32392.0,39.0,48000.0,9.0,6000.0,9.99,0.13,14.0,0.0
34279.0,38.0,60000.0,0.0,10000.0,10.99,0.17,14.0,0.0
4822.0,30.0,70000.0,3.0,3000.0,6.76,0.04,8.0,0.0
20371.0,29.0,39000.0,7.0,10000.0,10.0,0.26,7.0,0.0
3566.0,24.0,60000.0,5.0,7600.0,16.49,0.13,2.0,0.0
29785.0,28.0,150000.0,4.0,10000.0,12.69,0.07,9.0,0.0
17521.0,27.0,77000.0,2.0,10000.0,8.0,0.13,10.0,0.0
12032.0,27.0,41000.0,0.0,11000.0,10.99,0.27,9.0,0.0
11024.0,23.0,88000.0,8.0,10000.0,8.94,0.11,3.0,0.0
21771.0,25.0,60000.0,10.0,15000.0,7.29,0.25,4.0,0.0
29836.0,26.0,70000.0,4.0,3000.0,15.23,0.04,3.0,0.0
22392.0,38.0,48000.0,2.0,7600.0,12.84,0.16,16.0,0.0
13228.0,41.0,50000.0,5.0,10000.0,10.36,0.2,15.0,0.0
5114.0,25.0,65000.0,9.0,7000.0,12.42,0.11,4.0,0.0
273.0,24.0,125000.0,4.0,30000.0,19.69,0.24,3.0,0.0
29349.0,27.0,60000.0,1.0,10000.0,10.99,0.17,8.0,0.0
20992.0,31.0,138000.0,0.0,30000.0,14.91,0.2,5.0,1.0
31918.0,29.0,75000.0,3.0,7000.0,5.42,0.09,8.0,0.0
26812.0,30.0,90000.0,4.0,20000.0,11.99,0.22,9.0,0.0
22869.0,22.0,40000.0,6.0,2500.0,11.71,0.06,4.0,0.0
7725.0,26.0,23500.0,2.0,3500.0,13.61,0.15,3.0,0.0
21056.0,23.0,73500.0,7.0,6000.0,6.03,0.08,3.0,0.0
12068.0,38.0,33996.0,11.0,4000.0,13.16,0.12,17.0,0.0
34345.0,24.0,33000.0,8.0,9600.0,7.88,0.27,4.0,0.0
14177.0,25.0,54000.0,3.0,12000.0,10.99,0.22,2.0,0.0
647.0,21.0,140000.0,5.0,18000.0,6.91,0.13,3.0,0.0
18159.0,24.0,72000.0,7.0,5000.0,6.17,0.07,2.0,0.0
30409.0,37.0,21600.0,0.0,2000.0,8.94,0.09,14.0,0.0
5388.0,33.0,27600.0,4.0,1200.0,7.29,0.04,6.0,0.0
13441.0,44.0,70800.0,4.0,10000.0,12.18,0.14,15.0,0.0
32518.0,26.0,30000.0,2.0,8000.0,10.74,0.27,2.0,0.0
23894.0,28.0,61289.0,12.0,20000.0,8.88,0.32,10.0,0.0
30234.0,24.0,72000.0,3.0,6000.0,8.49,0.08,3.0,0.0
33966.0,27.0,117000.0,4.0,14000.0,15.65,0.12,7.0,0.0
25088.0,26.0,60000.0,4.0,15000.0,14.96,0.25,4.0,0.0
12923.0,28.0,50000.0,12.0,10000.0,12.69,0.2,7.0,0.0
10650.0,22.0,46900.0,1.0,14000.0,7.88,0.3,4.0,0.0
8688.0,28.0,150000.0,12.0,25000.0,11.36,0.17,8.0,0.0
27293.0,26.0,72000.0,10.0,10000.0,10.0,0.14,4.0,0.0
20449.0,24.0,69000.0,9.0,15600.0,7.49,0.23,2.0,0.0
2135.0,23.0,51600.0,7.0,4000.0,9.91,0.08,3.0,0.0
16354.0,28.0,60000.0,12.0,2500.0,7.14,0.04,5.0,0.0
6948.0,26.0,50000.0,10.0,14400.0,9.91,0.29,3.0,0.0
15109.0,36.0,80000.0,5.0,7500.0,11.49,0.09,12.0,0.0
23844.0,34.0,56400.0,2.0,7000.0,12.87,0.12,10.0,0.0
3938.0,26.0,36000.0,2.0,4800.0,12.68,0.13,4.0,0.0
6943.0,31.0,40000.0,12.0,12000.0,7.51,0.3,9.0,0.0
16088.0,32.0,64000.0,2.0,7800.0,8.9,0.12,9.0,1.0
25529.0,29.0,31000.0,0.0,8000.0,13.72,0.26,8.0,0.0
29251.0,25.0,85000.0,1.0,10000.0,7.49,0.12,3.0,0.0
22975.0,29.0,39000.0,1.0,12000.0,15.26,0.31,7.0,1.0
251.0,37.0,38400.0,8.0,9600.0,13.61,0.25,17.0,0.0
8171.0,24.0,130000.0,3.0,25000.0,10.59,0.18,4.0,0.0
34472.0,22.0,60000.0,6.0,10750.0,5.42,0.18,4.0,0.0
5925.0,22.0,30000.0,6.0,4000.0,13.61,0.13,4.0,0.0
1118.0,31.0,60000.0,2.0,3600.0,9.99,0.06,8.0,0.0
32697.0,38.0,48000.0,0.0,3000.0,10.36,0.06,13.0,0.0
17989.0,26.0,120000.0,2.0,25000.0,10.99,0.21,4.0,0.0
16596.0,29.0,110000.0,1.0,7000.0,5.79,0.06,10.0,0.0
4040.0,24.0,52800.0,8.0,8000.0,7.88,0.15,4.0,0.0
3248.0,28.0,34800.0,0.0,10000.0,19.03,0.28,9.0,1.0
30511.0,22.0,18000.0,1.0,3000.0,11.14,0.16,3.0,1.0
24955.0,35.0,65000.0,4.0,7000.0,15.62,0.11,9.0,1.0
24890.0,21.0,25000.0,3.0,3000.0,6.76,0.12,2.0,0.0
12381.0,35.0,49200.0,6.0,2500.0,6.17,0.05,5.0,0.0
19796.0,27.0,102996.0,9.0,6000.0,7.88,0.06,6.0,0.0
32856.0,30.0,93500.0,1.0,10450.0,11.99,0.11,10.0,0.0
911.0,27.0,42000.0,0.0,4500.0,14.61,0.11,5.0,0.0
22333.0,36.0,48000.0,1.0,11000.0,9.63,0.23,13.0,0.0
3394.0,24.0,65000.0,0.0,7000.0,10.71,0.11,3.0,0.0
32231.0,29.0,100000.0,4.0,2000.0,10.46,0.02,8.0,0.0
6863.0,31.0,47000.0,8.0,10000.0,12.73,0.21,9.0,0.0
11206.0,29.0,78000.0,0.0,12000.0,8.94,0.15,6.0,0.0
4589.0,22.0,70000.0,6.0,3000.0,10.99,0.04,4.0,0.0
5224.0,27.0,44000.0,4.0,10000.0,15.65,0.23,5.0,1.0
18306.0,22.0,72250.0,3.0,8000.0,17.58,0.09,4.0,1.0
4730.0,23.0,70000.0,0.0,10000.0,13.49,0.14,2.0,0.0
16904.0,25.0,36000.0,4.0,6000.0,10.75,0.17,2.0,0.0
1339.0,28.0,100000.0,0.0,10000.0,8.59,0.1,8.0,0.0
1668.0,29.0,120000.0,1.0,7000.0,7.14,0.06,8.0,0.0
28891.0,26.0,35360.0,8.0,6500.0,7.29,0.18,4.0,0.0
25804.0,28.0,86000.0,7.0,4300.0,12.69,0.05,6.0,0.0
16097.0,28.0,115000.0,4.0,8000.0,13.98,0.07,10.0,0.0
22266.0,23.0,48000.0,7.0,15000.0,14.26,0.31,2.0,1.0
32412.0,21.0,20000.0,5.0,5000.0,7.29,0.25,2.0,0.0
4556.0,26.0,70000.0,6.0,12000.0,6.62,0.17,4.0,0.0
2496.0,31.0,18000.0,1.0,4000.0,13.48,0.22,9.0,1.0
28496.0,24.0,48000.0,5.0,12000.0,5.42,0.25,4.0,0.0
1288.0,28.0,85000.0,2.0,6000.0,12.98,0.07,8.0,0.0
29761.0,22.0,69500.0,6.0,6000.0,7.51,0.09,2.0,0.0
16135.0,40.0,43000.0,1.0,13350.0,12.87,0.31,14.0,1.0
32724.0,23.0,33000.0,1.0,10000.0,14.26,0.03,3.0,0.0
28952.0,36.0,70000.0,2.0,20000.0,11.86,0.29,15.0,0.0
24988.0,30.0,60000.0,1.0,8000.0,13.61,0.13,5.0,0.0
4152.0,34.0,72955.0,1.0,3500.0,13.72,0.05,9.0,1.0
29390.0,28.0,80000.0,12.0,5000.0,8.0,0.06,10.0,0.0
2464.0,29.0,50000.0,2.0,15000.0,10.99,0.3,6.0,0.0
3104.0,39.0,50000.0,1.0,5000.0,10.74,0.1,16.0,0.0
28801.0,24.0,50000.0,8.0,5600.0,7.4,0.1,4.0,1.0
27040.0,22.0,39000.0,0.0,15000.0,12.92,0.38,3.0,1.0
33126.0,30.0,39996.0,0.0,10000.0,5.79,0.25,10.0,0.0
1837.0,37.0,60000.0,8.0,12000.0,10.37,0.2,15.0,0.0
7565.0,23.0,90000.0,2.0,10000.0,7.88,0.11,3.0,0.0
13845.0,23.0,80000.0,7.0,7500.0,10.71,0.09,3.0,0.0
13728.0,33.0,100000.0,1.0,13750.0,6.91,0.14,7.0,0.0
11988.0,27.0,118320.0,11.0,20000.0,13.48,0.18,10.0,0.0
30474.0,29.0,65000.0,4.0,8000.0,13.98,0.12,10.0,0.0
26677.0,29.0,24000.0,2.0,1200.0,14.79,0.05,9.0,0.0
20687.0,24.0,52000.0,3.0,8000.0,7.88,0.15,2.0,0.0
25750.0,39.0,72000.0,17.0,16000.0,14.72,0.22,17.0,1.0
23028.0,26.0,94800.0,1.0,6000.0,12.69,0.06,3.0,0.0
17803.0,22.0,60000.0,6.0,10000.0,7.88,0.17,4.0,0.0
22858.0,34.0,120000.0,15.0,5000.0,12.69,0.04,6.0,0.0
11305.0,22.0,78000.0,2.0,5000.0,10.74,0.06,4.0,0.0
28953.0,26.0,120000.0,5.0,10000.0,9.99,0.08,3.0,0.0
11472.0,22.0,76000.0,6.0,20000.0,13.72,0.26,3.0,0.0
11507.0,30.0,50000.0,14.0,7000.0,10.59,0.14,9.0,0.0
30457.0,38.0,24000.0,3.0,8000.0,14.96,0.33,17.0,1.0
4636.0,28.0,120000.0,4.0,6000.0,5.42,0.05,8.0,0.0
10439.0,37.0,24000.0,1.0,6000.0,9.99,0.25,12.0,0.0
12403.0,24.0,108000.0,3.0,5000.0,10.36,0.05,3.0,0.0
34109.0,24.0,78411.0,7.0,15850.0,11.14,0.2,2.0,0.0
15904.0,29.0,48000.0,4.0,5000.0,10.65,0.1,10.0,0.0
17894.0,32.0,65000.0,2.0,3600.0,9.99,0.06,10.0,0.0
26960.0,28.0,35000.0,2.0,12500.0,7.29,0.38,6.0,0.0
19243.0,29.0,30000.0,3.0,10000.0,9.91,0.33,5.0,1.0
20289.0,24.0,39000.0,0.0,15000.0,16.0,0.41,4.0,1.0
3910.0,52.0,52000.0,4.0,10000.0,15.95,0.19,19.0,1.0
30217.0,22.0,70000.0,6.0,6000.0,14.72,0.09,2.0,0.0
22217.0,23.0,200000.0,3.0,15000.0,7.49,0.07,4.0,0.0
33580.0,21.0,30000.0,5.0,1000.0,8.49,0.03,3.0,0.0
23955.0,25.0,54000.0,9.0,20000.0,9.63,0.37,3.0,1.0
19652.0,26.0,150000.0,10.0,14000.0,7.9,0.09,4.0,0.0
4877.0,25.0,80000.0,4.0,20000.0,11.49,0.25,4.0,0.0
21012.0,22.0,90000.0,6.0,12000.0,12.99,0.13,2.0,0.0
8961.0,37.0,39600.0,4.0,2500.0,13.61,0.06,11.0,0.0
